0.8764919087912015,10
0.8889646267688254,20
0.9007065470299463,30
0.9065136033243103,40
0.9087289363124537,50
0.9117340551735891,60
0.9132251446848394,70
0.913972328000367,80
0.9154896344700569,90
0.9168430849494996,100
0.9176263165828816,110
0.9181375472724532,120
0.9187372601967583,130
0.9188945619473957,140
0.9190846348960825,150
0.9193959612775524,160
0.9196876249401925,170
0.9200710479573713,180
0.9203659887398163,190
0.9209427618254868,200
0.9211361118939786,210
0.9210345211800253,220
0.9209689787839264,230
0.9212278712485171,240
0.921473655233888,250
0.9215260891507672,260
0.9218144756936024,270
0.9219160664075557,280
0.9221061393562426,290
0.9219652232046299,300
0.9220471511997536,310
0.9220963079968277,320
0.9221716817523415,330
0.9223257063831739,340
0.9224305742169322,350
0.9226534183636685,360
0.9225485505299102,370
0.9225190564516658,380
0.9224174657377124,390
0.9224830081338113,400
0.9228172743539158,410
0.9227255149993774,420
0.9226796353221081,430
0.9227419005984021,440
0.9227091294003527,450
0.9228271057133307,460
0.9228795396302099,470
0.9227910573954763,480
0.9230237329016274,490
0.9229942388233829,500
0.9231351549749955,510
0.9231515405740203,520
0.9231515405740203,530
